id,name,adress,zipcode,dist_code,stype
68,68 TAMAULIPAS-MICHOACAN,068 - Tamaulipas - Michoacan,06170,CON,"BIKE,TPV"
69,69 MICHOACAN-AMSTERDAM,069 - Michoacán - Amsterdam,06100,HIP,BIKE
70,70 PARQUE MEXICO-MICHOACAN,070 - Parque México - Michoacan,06100,1,"BIKE,TPV"
71,71 AMSTERDAM-MICHOACAN,071 - Amsterdam - Michoacan,06100,HIP,BIKE
72,72 MAZATLAN-ALFONSO REYES,072 - Mazatlán - Alfonso Reyes,06170,1,BIKE
73,73 CAMPECHE-TAMAULIPAS,073 - Campeche - Tamaulipas,06170,H-C,BIKE
74,74 NUEVO LEON-OZULAMA,074 - Nuevo León - Ozulama,06100,1,BIKE
75,75 ALFONSO REYES-ATLIXCO,075 - Alfonso Reyes - Atlixco,06170,H-C,BIKE
76,76 CHILPANCINGO-CAMPECHE,076 - Chilpancingo - Campeche,06100,HIP,BIKE
77,77 CHOAPAN-TAMAULIPAS,077 - Choapan - Tamaulipas,06100,HIP,BIKE
78,78 BENJAMIN HILL-TAMAULIPAS,078 - Benjamín Hill - Tamaulipas,06170,HIP,"BIKE,TPV"
79,79 SALTILLO-ALFONSO REYES,079 - Saltillo - Alfonso Reyes,06100,HIP,BIKE
80,80 NUEVO LEON-AGUASCALIENTES,080 - Nuevo León - Aguascalientes,06100,HIP,BIKE
81,81 AGUASCALIENTES-INSURGENTES,081 - Aguascalientes - Insurgentes,06100,HIP,BIKE
82,82 INDEPENDENCIA-MARROQUI,082 - Independencia - Marroquí,06100,CEN,"BIKE,TPV"
83,83 NUEVO LEON-ALFONSO REYES,083 - Nuevo León - Alfonso Reyes,06100,HIP,"BIKE,TPV"
84,84 CHILPANCINGO-TLAXCALA,084 - Chilpancingo - Tlaxcala,06100,HIP,BIKE
85,85 ROSAS MORENO-SULLIVAN,085 - Rosas Moreno - Sullivan,06470,S-R,BIKE
86,86 SULLIVAN-INSURGENTES,086 - Sullivan-Insurgentes,06470,1,"BIKE,TPV"
87,87 GANTE-VENUSTIANO CARRANZA,087 - Gante - Venustiano Carranza,,CEN,"BIKE,TPV"
88,88 2A CDA 5 DE MAYO-PALMA,088 - 2a Cerrada de 5 de Mayo - Palma,,1,BIKE
89,89 REPUBLICA DE GUATEMALA-MONTE DE PIEDAD,089 - República de Guatemala - Monte de Piedad,,CEN,"BIKE,TPV"
90,90 JOSE MARIA PINO SUAREZ-CORREGIDORA,090 - José María Pino Suárez - Corregidora,,CEN,"BIKE,TPV"
91,91 REPUBLICA DE CUBA-ALLENDE,091 - Republica de Cuba-Allende,06500,CEN,BIKE
92,92 SAN ILDEFONSO-REPUBLICA DE ARGENTINA,092 - San Ildefonso-República de Argentina,06500,CEN,BIKE
93,93 PALMA NORTE-REPUBLICA DE CUBA,093 - Palma Norte-Republica de Cuba,06500,CEN,BIKE
94,94 LIC. VERDAD-MONEDA,94 - Lic. Verdad-Moneda,,CEN,BIKE
95,95 20 DE NOVIEMBRE-VENUSTIANO CARRANZA,095 - 20 de Noviembre-Venustiano Carranza,06500,CEN,BIKE
96,96 LOPEZ-AYUNTAMIENTO,096 - López-Ayuntamiento,06500,CEN,BIKE
97,97 REPUBLICA DE SALVADOR-PINO SUAREZ,097 - Republica de Salvador-Pino Suarez,06500,CEN,"BIKE,TPV"
98,98 EMILIO DONDE-AV. BALDERAS,098 - Emilio Dondé-Av. Balderas,06500,CEN,BIKE
99,99 ERNESTO PUGIBET-LUIS MOYA,99 - Ernesto Pugibet-Luis Moya,,CEN,BIKE
100,100 20 DE NOVIEMBRE-MESONES,100 - 20 de Noviembre-Mesones,06500,CEN,BIKE
101,101 1ER. CALLEJÓN DE MESONES-MESONES,1ER. CALLEJÓN DE MESONES - MESONES,,CEN,BIKE
102,102 ECHEVESTE-BOLIVAR,102 - Echeveste-Bolivar,,1,BIKE
103,103 JOAQUÍN VELÁZQUEZ DE LEÓN-GARCÍA ICAZBALCETA,103 JOAQUÍN VELÁZQUEZ DE LEÓN-GARCÍA ICAZBALCETA,,S-R,BIKE
104,104 SAN JERONIMO-ISABEL LA CATOLICA,104 - San Jerónimo-Isabel la Católica,06500,CUA,"BIKE,TPV"
105,105 SAN JERONIMO-5 DE FEBRERO,105 - San Jerónimo-5 de Febrero,06500,CEN,BIKE
106,106 SAN JERONIMO-JOSE MARIA PINO SUAREZ,106 - San Jerónimo-José María Pino Suarez,06500,CEN,BIKE
107,107 TOLSA-BALDERAS,107 - Tolsa-Balderas,06500,CEN,BIKE
108,108 TOLSA-BALDERAS,108 - Tolsa-Balderas,06500,CEN,"BIKE,TPV"
109,109 NEZAHUALCOYOTL-ISABEL LA CATOLICA,109 - Nezahualcóyotl-Isabel la Católica,06500,CEN,BIKE
110,110 DR. VALENZUELA-DR. RÍO DE LA LOZA,110 - Dr. Valenzuela-Dr. Río de la loza,,1,BIKE
111,111 GUILLERMO PRIETO-JOAQUÍN VELÁZQUEZ DE LEÓN,111 GUILLERMO PRIETO-JOAQUÍN VELÁZQUEZ DE LEÓN,,1,BIKE
112,112 AV. MORELOS-ABRAHAM GONZALEZ,112 - Av. Morelos-Abraham González,06500,1,BIKE
113,113 GENERAL PRIM-VERSALLES,113 - General Prim-Versalles,06500,JUA,BIKE
114,114 LUCERNA-ABRAHAM GONZALEZ ,114 - Lucerna-Abraham González,06500,JUA,BIKE
115,115 ROMA-DINAMARCA ,115 - Roma-Dinamarca,06500,JUA,BIKE
116,116 LONDRES-ROMA,116 - Londres-Roma,06500,JUA,BIKE
117,117 LONDRES-NAPOLES ,117 - Londres-Napoles,06500,JUA,BIKE
118,118 LIVERPOOL-DINAMARCA,118 - Liverpool-Dinamarca,06500,JUA,BIKE
119,119 TURÍN-ABRAHAM GONZÁLEZ,119 - Turín-Abraham González,,JUA,BIKE
120,120 MARSELLA-NAPOLES,120 - Marsella-Nápoles,06500,JUA,BIKE
121,121 NIZA-CHAPULTEPEC,121 - Niza-Chapultepec,06500,JUA,BIKE
122,122 JOSE MARIA VERTIZ-AV.DR. RIO DE LA LOZA,122 - José María Vértiz-Av. Dr. Río de la Loza,06500,DOC,BIKE
123,123 CLAUDIO BERNARD-DR. LAVISTA,123 - Claudio Bernard-Dr. Lavista,06500,1,BIKE
124,124 CLAUDIO BERNARD-DR. LICEAGA,124 - Claudio Bernard-Dr. Liceaga,06500,DOC,BIKE
125,125 MORELIA-CIRCULAR DE MORELIA,125 - Morelia-Circular de Morelia,06500,R-N,BIKE
126,126 JALAPA-PUEBLA,126 - Jalapa-Puebla,,R-N,BIKE
127,127 PUEBLA-MERIDA,127 -  Puebla-Merida,,R-N,BIKE
128,128 ORIZABA-RIO DE JANEIRO,128 - Orizaba-Río de Janeiro,06500,R-N,"BIKE,TPV"
129,129 TONALÁ-DURANGO,129 - Tonalá-Durango,,R-N,BIKE
130,130 MÉRIDA-DURANGO,130 - Mérida-Durango,,R-N,BIKE
131,131 COLIMA-JALAPA,131 - Colima-Jalapa,,R-N,BIKE
132,132 COLIMA-FRONTERA,132 - Colima-Frontera,,R-N,BIKE
133,133 COLIMA-MORELIA,133 - Colima-Morelia,,R-N,BIKE
134,134 ÁLVARO OBREGÓN-ORIZABA,134 - Álvaro Obregón-Orizaba,,R-N,"BIKE,TPV"
135,135 ÁLVARO OBREGÓN-MORELIA,135 - Álvaro Obregón-Morelia,,R-N,"BIKE,TPV"
136,136 ÁLVARO OBREGÓN-TONALÁ,136 - Tonalá-Álvaro Obregón,,R-N,"BIKE,TPV"
137,137 ÁLVARO OBREGÓN-MÉRIDA,137 - Álvaro Obregón-Mérida,,R-N,BIKE
138,138 GUANAJUATO-FRONTERA,138 - Guanajuato-Frontera,,R-N,BIKE
139,139 TONALÁ-GUANJUATO,139 - Tonalá-Guanajuato,,R-N,BIKE
140,140 MÉRIDA-ZACATECAS,140 - Mérida-Zacatecas,,R-N,BIKE
141,141 ZACATECAS-LUIS CABRERA,141 - Zacatecas-Luis Cabrera,,R-N,"BIKE,TPV"
142,142 SAN LUIS POTOSI-EJE 2 PTE. MONTERREY,142 - San Luis Potosí-Eje 2 Pte. Monterrey,,R-N,BIKE
143,143 CÓRDOBA-SAN LUIS POTOSÍ,143 - Córdoba-San Luis Potosí,,R-N,BIKE
144,144 FRONTERA-SAN LUIS POTOSÍ,144 - Frontera-San Luis Potosí,,R-N,BIKE
145,145 EJE 2 SUR YUCATÁN-CHIAPAS,145 - Eje 2 Sur Yucatán-Chiapas,,R-N,BIKE
146,146 COAHUILA-MANZANILLO,146 - Coahuila-Manzanillo,,R-N,BIKE
147,147 COAHUILA-ORIZABA,147 - Coahuila-Orizaba,,R-N,BIKE
148,148 COAHUILA-AV.CUAUHTEMOC,148 - Coahuila-Av. Cuauhtémoc,,R-N,BIKE
149,149 MÉRIDA-ANTONIO ANZA,149 - Mérida-Antonio Anza,,R-N,BIKE
150,150 CAMPECHE-MEDELLÍN,150 - Campeche-Medellín,,1,BIKE
151,151 CAMPECHE-TONALÁ,151 - Campeche-Tonalá,,ROM,BIKE
152,152 TLACOTALPAN-CAMPECHE,152 - Tlacotalpan-Campecha,,ROM,"BIKE,TPV"
153,153 MANZANILLO-TLAXCALA,153 - Manzanillo-Tlaxcala,,ROM,BIKE
154,154 TUXPAN-TLAXCALA,154 - Tuxpan-Tlaxcala,,1,"BIKE,TPV"
155,155 JALAPA-TLAXCALA,155 - Jalapa-Tlaxcala,,ROM,BIKE
156,156 TEPIC-AMENALCO,156 - Tepic-Amenalco,,ROM,BIKE
157,157 TEPIC-TLACOTALPAN,157 - Tepic-Tlacotalpan,,ROM,BIKE
158,158 HUATABAMPO-EJE 1PTE. CUAUHTÉMOC,158 - Huatabampo- Eje 1 Pte. Av. Cuauhtémoc,,ROM,"BIKE,TPV"
159,159 HUATABAMPO-EJE 1 PTE. AV. CUAUHTÉMOC,159 - Huatabampo-Eje 1 Pte. Av. Cuauhtémoc,,ROM,BIKE
160,160 ALFONSO HERRERA-GABINO BARRERA,160 - Alfonzo Herrera-Gabino Barrera,,S-R,BIKE
161,161 QUINTANA ROO-MANZANILLO,161 - Quintana Roo-Manzanillo,,ROM,BIKE
162,162 TEHUANTEPEC-MEDELLÍN,162 - Tehuantepec-Medellín,,ROM,BIKE
163,163 TOLUCA-BAJÍO,163 - Toluca-Bajío,,ROM,BIKE
164,164 BAJÍO-TLACOTALPAN,164 - Bajío-Tlacotalpan,,ROM,BIKE
165,165 BAJÍO-EJE 2 PTE. MONTERREY,165 - Bajío-Eje 2 Pte. Monterrey,,ROM,BIKE
166,166 PROGRESO-CDA. ANTONIO MACEO,166 - Progreso-Cda. Antonio Maceo,,ESC,BIKE
167,167 GENERAL SALVADOR ALVARADO-PROGRESO,167 - General Salvador Alvarado-Progreso,,ESC,BIKE
168,168 COMERCIO-PROGRESO,168 - Comercio-Progreso,,ESC,"BIKE,TPV"
169,169 PROSPERIDAD-PROGRESO,169 - Prosperidad-Progreso,,ESC,BIKE
170,170 OBSERVATORIO ORIENTE-REVOLUCIÓN,170 - Observatorio Oriente-Revolución,,ESC,BIKE
171,171 COMERCIO-JOSE MARTÍ,171 - Comercio-Jose Martí,,1,BIKE
172,172 GENERAL FRANCISCO MURGUIA-JOSE MARTÍ,172 - General Francisco Murguia-Jose Martí,,ESC,BIKE
173,173 MINERÍA-JOSÉ MARTÍ,173 - Minería-Jose Martí,,1,BIKE
174,174 JOAQUÍN GARCIA-IGNACIO MANUEL ALTAMIRANO,174 - Joaquín Garcia-Ignacio Manuel Altamirano,,1,"BIKE,TPV"
175,175 MUTUALISMO-JOSÉ MARTí,175 - Mutualismo-José Martí,,ESC,BIKE
176,176 AV. JESÜS GARCÏA-LUIS DONALDO COLOSIO,176-LUIS DONALDO COLOSIO - AV. JESÜS GARCÏA,,BUE,BIKE
177,177 BENJAMIN HILL-CARLOS ZETINA,177 - BENJAMIN HILL-CARLOS ZETINA,,H-C,BIKE
178,178 TAMAULIPAS-FRANCISCO MURGUÍA,178 - Tamaulipas-Francisco Murguía,,H-C,"BIKE,TPV"
179,179 NUEVO LEÓN-QUINTANA ROO,179 - Nuevo León-Quintana Roo,,HIP,BIKE
180,180 QUINTANA ROO-VILLA HERMOSA,180 - Quintana Roo-Villa Hermosa,,HIP,BIKE
181,181 BENJAMIN FRANKLIN-SALTILLO,181 - Benjamin Franklin-Saltillo,,1,BIKE
182,182 PROGRESO-ASTRONOMOS,182 - PROGRESO-ASTRONOMOS,,HIP,"BIKE,TPV"
183,183 GABINO BARRERA-GUILLERMO PRIETO,183 - Gabino Barrera-Guillermo Prieto,,S-R,BIKE
184,184 GRAL GÓMEZ PEDRAZA-GOBERNADOR TIBURCIO M,184 - General Gómez Pedraza-Gobernador Tiburcio Montiel,,SMC,"BIKE,TPV"
185,185 GRAL ANTONIO LÉON-GRAL PEDRO A DE LOS S.,185 - General Antonio Léon-General Pedro Antonio de los Santos,,SMC,BIKE
186,186 GREGORIO V GELATI-FRANCISCO MOLINOS DEL C,186 - Gregorio V. Gelati-Francisco Molinos del C.,,SMC,BIKE
187,187 GENERAL CANO-GOBERNADOR GREGORIO V GELATI,187 - Genral Cano-Gobernador Gregorio V. Gelati,,SMC,BIKE
188,188 GDOR MELCHOR MÚZQUIZ-GDOR IGNACIO ESTEVA ,188 - Gobernador Melchor Múzquiz-Gobernador Ignacio Esteva,,SMC,"BIKE,TPV"
189,189 GDOR RAFAEL REBOLLAR-GDOR JOSÉ CEBALLOS,189 - Gobernador Rafael Rebollar-Gobernador José Ceballos,,SMC,BIKE
190,190 GDOR IGNACIO ESTEVA-MTRO JOSÉ VASCONCELOS,190 - Gobernador Ignacio Esteva-Maestro José Vasconcelos,,SMC,BIKE
191,191 GDOR RAFAEL REBOLLAR-GDOR VICENTE EGUIA,191 - Gobernador Rafael Rebollar-Gobernador Vicente Eguia,,SMC,BIKE
192,192 RUBEN DARIO-REFORMA,192 - Rubén Darío-Reforma,11510,CHA,"BIKE,TPV"
193,193 RUBEN DARIO-REFORMA,193 - Rubén Darío.Reforma,11510,CHA,BIKE
194,194 CTO MAHATMA GANDHI-AV. PASEO DE LA REFORMA,194 - Av. Paseo de la Reforma-Circuito Mahatma Gandhi,11510,CHA,"BIKE,TPV"
195,195 AV. PASEO DE LA REFORMA-CTO MAHATMA GANDHI,195 - Circuito Mahatma Gandhi-Av. Paseo de la Reforma,,CHA,"BIKE,TPV"
196,196 LAGO TANGANICA-AV. EJERCITO NACIONAL,196 - Lago Tanganica- Av. Ejército Nacional,11510,POL,BIKE
197,197 MIGUEL DE CERVANTES-FC DE CUERNAVACA,197 - Miguel de Cervantes Saavedra-Ferrocarril de Cuernavaca,,1,"BIKE,TPV"
198,198 SÓCRATES-EJERCITO NACIONAL ,198 - Sócrates-Ejercito Nacional,,POL,"BIKE,TPV"
199,199 ANATOLE FRANCE-AV. EJERCITO NACIONAL,199 - Anatole France-Av. Ejército Nacional,11510,POL,BIKE
200,200 EMERSON-AV. EJERCITO NACIONAL,200 - Emerson-Av. Ejército Nacional,11510,POL,BIKE
201,201 LOPE DE VEGA-EJERCITO NACIONAL ,201 - Lope de Vega-Ejército Nacional,11510,POL,BIKE
202,202 CALDERON DE LA BARCA-AV. HOMERO,202 - Calderón de la Barca-Av. Homero,11510,POL,BIKE
203,203 TENNYSON-AV. HOMERO,203 - Tennyson-Av. Homero,11510,POL,BIKE
204,204 TEMISTOCLES-HOMERO,204 - Temistocles-Homero,11510,1,BIKE
205,205 TAINE-HOMERO,205 - Taine-Homero,11510,POL,BIKE
206,206 MOLIERE-HOMERO ,206 - Moliere-Homero,,POL,"BIKE,TPV"
207,207 TASSO-HOMERO ,207 - Tasso-Homero,11510,POL,BIKE
208,208 HESIODO-LAMARTINE ,208 - Hesiodo-Lamartine,11510,POL,BIKE
209,209 SOLON-HORACIO ,209 - Solón-Horacio,11510,POL,BIKE
210,210 EUGENIO SUE-HORACIO ,210 Eugenio Sue-Horacio,,POL,BIKE
211,211 NEWTON-HORACIO,211 - Newton-Horacio,11510,POL,BIKE
212,212 HEGEL-HORACIO ,212 - Hegel-Horacio,11510,POL,"BIKE,TPV"
213,213 SOLÓN-CICERÓN,213 - Solón-Cicerón,11510,POL,BIKE
214,214 PLATÓN-HORACIO,214 - Platón-Horacio,,POL,BIKE
215,215 EDGAR ALAN POE-HORACIO,215 - Edgar Alan Poe-Horacio,11510,POL,BIKE
216,216 ALEJANDRO DUMAS-HORACIO ,216 - Alejandro Dumas-Horacio,11510,POL,"BIKE,TPV"
217,217 EULER-AV. HORACIO ,217 - Euler-Horacio,11510,POL,"BIKE,TPV"
218,218 HEGEL-IBARBOUROU ,218 - Hegel-Ibarbourou,11510,POL,BIKE
219,219 ESOPO-FC DE CUERNAVACA,219 - Esopo-FC de Cuernavaca,11510,POL,BIKE
220,220 PLINIO-PRESIDENTE MASARYK ,220 - Plino-Presidente Masaryk,11510,POL,BIKE
221,221 EMILIO CASTELAR-PRESIDENTE MASARYK ,221 - Emilio Castelar-Presidente Masaryk,11510,POL,"BIKE,TPV"
222,222 ALEJANDRO DUMAS-PRESIDENTE MASARYK,222 - Alejandro Dumas-Presidente Masarik,11510,POL,BIKE
223,223 NEWTON-PRESIDENTE MASARYK ,223 - Newton-Presidente Masarik,,POL,"BIKE,TPV"
224,224 HEGEL-PRESIDENTE MASARYK,224 - Hegel-Presidente Masaryk,11510,POL,BIKE
225,225 PETRARCA-PRESIDENTE MASARYK,225 - Petrarca-Presidente Masaryk,11510,POL,BIKE
226,226 WALLON-PRESIDENTE MASARYK,226 - Wallon-Presidente Masaryk,11511,POL,BIKE
227,227 CAMPOS ELÍSEOS-PERIFÉRICO,227 - Campos Elíseos-Periférico,,1,BIKE
228,228 CAMPOS ELÍSEOS-JEAN DE LA FONTAINE,228 - Campos Elíseos-Jean de La fontaine,11510,POL,"BIKE,TPV"
229,229 DICKENS-SENECA,229 - Dickens-Seneca,11510,POL,BIKE
230,230 EDGAR ALAN POE-DICKENS,230 - Edgar Alan Poe-Dickens,11510,POL,BIKE
231,231 NEWTON-ARISTOTELES ,231 - Newton-Aristoteles,11510,POL,BIKE
232,232 TAINE-RUBEN DARÍO ,232 - Taine -  Rubén Darío,,1,BIKE
233,233 JULIO VERNE-LUIS G. URBINA ,233 - Julio Verne-Luis G. Urbina,11510,POL,"BIKE,TPV"
234,234 TRES PICOS-ARQUÍMIDES ,234 - Tres Picos-Arquímides,,1,BIKE
235,235 CAMPOS ELISEOS-MOLIERE ,235 - Campos Eliseos-Moliere,,POL,BIKE
236,236 CAMPOS ELISEOS-MOLIERE ,236 - Campos Eliseos-Moliere,,POL,BIKE
237,237 ANDRÉS BELLO-ELLIOT ,237 - Andrés Bello-Elliot,,1,"BIKE,TPV"
238,238 ANDRÉS BELLO-ELLIOT ,238 - Andrés Bello-Elliot,,1,BIKE
239,239 RINCON DEL BOSQUE-RUBEN DARÍO ,239 - Rincon del Bosque-Ruben Dario,11510,POL,BIKE
240,240 EJERCITO NACIONAL-F.C. DE CUERNAVACA ,204- Ejercito Nacional-F.C. de Cuernavaca,,POL,"BIKE,TPV"
241,241 EJERCITO NAL-JUAN VAZQUEZ DE LA MELLA ,241 - Ejercito Nacional-Juan Vazquez de la Mella,,POL,BIKE
242,242 MIGUEL DE CERVANTES SAAVEDRA-PROL MOLIERE ,242 - Miguel de Cervantes Saavedra-Pról. Moliere,11510,GRA,BIKE
243,243 MIGUEL DE CERVANTES SAAVEDRA-LAGO FILT ,243 - Miguel de Cervantes Saavedra-Lago Filt,11510,1,BIKE
244,244 MIGUEL DE CERVANTES SAAVEDRA-LAGO VICTORIA ,244 - Miguel de Cervantes Saavedra-Lago Victoria,11510,GRA,BIKE
245,245 LAGO ONEGA-AV. EJERCITO NACIONAL ,245 - Lago Onega-Av. Ejército Nacional,11510,GRA,BIKE
246,246 LEIBNITZ-THIERS,246 - Leibnitz-Thiers,11510,2,BIKE
247,247 HERSCHEL-ROUSSEAU ,247 - Herschel-Rousseau,11510,2,BIKE
248,248 SHAKESPEARE-LAFAYETTE ,248 - Shakespeare-Lafayette,11510,1,BIKE
249,249 SHAKESPEARE-DARWIN ,249 - Shakespeare-Darwin,11510,2,BIKE
250,250 DARWIN-MARIANO ESCOBEDO ,250 - Darwin-Mariano Escobedo,11510,1,"BIKE,TPV"
251,251 GOETHE-DARWIN ,251 - Goethe-Darwin,11510,2,BIKE
252,252 VICTOR HUGO-SHAKESPEARE ,252 - Víctor Hugo-Shakespeare,11510,2,BIKE
253,253 DANTE-TOLSTOI ,253 - Dante-Tolstoi,11510,1,"BIKE,TPV"
254,254 ALFONSO HERRERA-MIGUEL SHULTZ ,254 - Alfonso Herrera-Miguel Shultz,,S-R,BIKE
255,255 JOSE ROSAS MORENO-GUILLERMO PRIETO ,255-Jose Rosas Moreno-Guillermo Prieto,,1,BIKE
256,256 GÓMEZ FARÍAS-SADI CARNOT ,256 - Gómez Farías Sadi Carnot,,S-R,BIKE
257,257 MANUEL MARIA CONTRERAS-VILLALONGIN ,257 - Manuel Maria Contreras-Villalongin,,S-R,BIKE
258,258 CIRCUITO INTERIOR-JUAN ESCUTIA ,258 - Circuito Interior-Juan Escutia,,CON,BIKE
259,259 TÓMAS ALVA EDISON-PONCIANO ARRIAGA ,259 - Tómas Alva Edison-Ponciano Arriaga,,1,BIKE
260,260 AV JUAREZ-BALDERAS ,260 - Av. Juárez-Balderas,,CEN,BIKE
261,261 PASEO DE LA REFORMA-RÍO RÓDANO ,261 Paseo de la Reforma-Río Ródano,,1,BIKE
262,262 REPUBLICA DE CUBA-REPUBLICA DE BRASIL ,262 - Republica de Cuba-Republica de Brasil,,CEN,"BIKE,TPV"
263,263 SADI CARNOT-GÓMEZ FARIAS ,263 - Sadi Carnot - Gómez Farias,,S-R,"BIKE,TPV"
264,264 HÉROES FERROCARRILEROS-AV. CENTRAL,264 - H. Ferrocarrileros - Jesús Garcia ,,1,BIKE
265,265 HÉROES FERROCARRILEROS-JESÚS GARCIA,265 - Jesús Garcia-Héroes Ferrocarrileros,,1,"BIKE,TPV"
266,266 AV. JESÚS GARCIA-CARLOS J. MENESES ,266 - Av. Jesús Garcia -  Carlos J. Meneses,,BUE,"BIKE,TPV"
267,267 AV. JESÜS GARCÏA-CARLOS J. MENESES,267 - Carlos J. Meneses - Av. jesús García,,BUE,BIKE
268,268 LUIS DONALDO COLOSIO-AV.JESÚS GARCÍA ,268 Luis Donaldo Colosio - Av. Jesus Garcia,,BUE,BIKE
269,269 LUIS DONALDO COLOSIO-ALDAMA ,269 Luis Donaldo Colosio - Aldama,,BUE,BIKE
270,270 DE LA REPUBLICA-PONCIANO ARRIAGA ,270 - De la Republica-Ponciano Arriaga,,TAB,"BIKE,TPV"
271,271 AV. CENTRAL-J. MENESES ,271 Av. Jesús García - J. Meneses,,1,BIKE
272,272 AV. CENTRAL-J. MENESES ,271 Av. Jesus Garcia - J. Meneses,,BUE,BIKE
273,273 LUIS DONALDO COLOSIO-AV. CENTRAL,273 Luis Donaldo Colosio - Av. Jesus Garcia,,1,BIKE
274,274 LUIS DONALDO COLOSIO-AV INSURGENTES NORTE ,274 Luis Donaldo Colosio - Av. Insurgentes Norte,,BUE,BIKE
275,275 HÉROES FERROCARRILEROS-AV. INSURGENTES NORTE,275 Héroes Ferrocarrileros - Av. Jesús García,,BUE,BIKE
